date,season,season_year,venue,is_home,opponent,batter,batting_pos,runs,balls_faced,strike_rate,fours,sixes,dots,boundary_pct,dot_pct,runs_powerplay,runs_middle,runs_death,dismissal_kind,was_dismissed,avg_runs_last5,avg_sr_last5,mi_won,performance
2013-05-11,2013,2013,Subrata Roy Sahara Stadium,0,Pune Warriors,Harbhajan Singh,7,4,3,133.33,1,0,2,33.33,66.67,0,0,4,0,0,10.0,195.45,True,low
2013-05-15,2013,2013,Wankhede Stadium,1,Rajasthan Royals,Harbhajan Singh,7,15,7,214.29,1,1,1,28.57,14.29,0,0,15,run out,1,10.6,202.12,True,low
2013-05-18,2013,2013,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Harbhajan Singh,8,5,8,62.5,0,0,3,0.0,37.5,0,0,5,caught,1,13.4,224.98,False,low
2013-05-21,2013,2013,Feroz Shah Kotla,0,Chennai Super Kings,Harbhajan Singh,7,0,4,0.0,0,0,4,0.0,100.0,0,0,0,caught,1,13.0,167.48,False,low
2013-05-24,2013,2013,Eden Gardens,0,Rajasthan Royals,Harbhajan Singh,7,6,4,150.0,1,0,1,25.0,25.0,0,0,6,0,0,9.8,127.48,True,low
2013-05-26,2013,2013,Eden Gardens,0,Chennai Super Kings,Harbhajan Singh,7,14,8,175.0,3,0,3,37.5,37.5,0,0,14,caught,1,6.0,112.02,True,low
2014-04-16,2014,2014,Sheikh Zayed Stadium,0,Kolkata Knight Riders,Harbhajan Singh,7,0,2,0.0,0,0,2,0.0,100.0,0,0,0,bowled,1,8.0,120.36,False,low
2014-04-19,2014,2014,Dubai International Cricket Stadium,0,Royal Challengers Bangalore,Harbhajan Singh,7,8,8,100.0,1,0,4,12.5,50.0,0,0,8,bowled,1,5.0,77.5,False,low
2014-04-25,2014,2014,Dubai International Cricket Stadium,0,Chennai Super Kings,Harbhajan Singh,8,0,2,0.0,0,0,2,0.0,100.0,0,0,0,caught,1,5.6,85.0,False,low
2014-04-27,2014,2014,Sharjah Cricket Stadium,0,Delhi Daredevils,Harbhajan Singh,8,10,5,200.0,1,1,3,40.0,60.0,0,0,10,retired hurt,1,5.6,85.0,False,low
2014-04-30,2014,2014,Dubai International Cricket Stadium,0,Sunrisers Hyderabad,Harbhajan Singh,7,1,3,33.33,0,0,2,0.0,66.67,0,0,1,caught,1,6.4,95.0,False,low
2014-05-23,2014,2014,Wankhede Stadium,1,Delhi Daredevils,Harbhajan Singh,7,2,3,66.67,0,0,1,0.0,33.33,0,0,2,caught,1,3.8,66.67,True,low
2014-05-28,2014,2014,Brabourne Stadium,0,Chennai Super Kings,Harbhajan Singh,9,7,2,350.0,0,1,0,50.0,0.0,0,0,7,0,0,4.2,80.0,False,low
2015-04-12,2015,2015,Wankhede Stadium,1,Kings XI Punjab,Harbhajan Singh,8,64,24,266.67,5,6,6,45.83,25.0,0,14,50,caught,1,4.0,130.0,False,high
2015-04-17,2015,2015,Wankhede Stadium,1,Chennai Super Kings,Harbhajan Singh,5,24,21,114.29,2,1,11,14.29,52.38,6,18,0,caught,1,16.8,183.33,False,medium
2015-04-19,2015,2015,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Harbhajan Singh,8,0,1,0.0,0,0,1,0.0,100.0,0,0,0,run out,1,19.6,166.19,True,low
2015-04-23,2015,2015,Feroz Shah Kotla,0,Delhi Daredevils,Harbhajan Singh,10,9,10,90.0,0,1,6,10.0,60.0,0,0,9,caught,1,19.4,159.53,False,low
2015-04-25,2015,2015,Wankhede Stadium,1,Sunrisers Hyderabad,Harbhajan Singh,7,0,4,0.0,0,0,4,0.0,100.0,0,0,0,caught,1,20.8,164.19,True,low
2015-05-05,2015,2015,Wankhede Stadium,1,Delhi Daredevils,Harbhajan Singh,5,5,4,125.0,1,0,2,25.0,50.0,5,0,0,bowled,1,19.4,94.19,True,low
2015-05-10,2015,2015,Wankhede Stadium,1,Royal Challengers Bangalore,Harbhajan Singh,7,3,3,100.0,0,0,1,0.0,33.33,0,0,3,caught,1,7.6,65.86,False,low
2015-05-19,2015,2015,Wankhede Stadium,1,Chennai Super Kings,Harbhajan Singh,7,6,3,200.0,1,0,0,33.33,0.0,0,0,6,0,0,3.4,63.0,True,low
2015-05-24,2015,2015,Eden Gardens,0,Chennai Super Kings,Harbhajan Singh,7,6,3,200.0,0,1,2,33.33,66.67,0,0,6,0,0,4.6,103.0,True,low
2016-04-09,2016,2016,Wankhede Stadium,1,Rising Pune Supergiants,Harbhajan Singh,8,45,30,150.0,7,1,13,26.67,43.33,0,7,38,0,0,4.0,125.0,False,medium
2016-04-16,2016,2016,Wankhede Stadium,1,Gujarat Lions,Harbhajan Singh,7,8,13,61.54,1,0,9,7.69,69.23,0,2,6,caught,1,13.0,155.0,False,low
2016-04-18,2016,2016,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Harbhajan Singh,8,1,3,33.33,0,0,2,0.0,66.67,0,0,1,0,0,13.6,142.31,False,low
2016-04-23,2016,2016,Feroz Shah Kotla,0,Delhi Daredevils,Harbhajan Singh,8,0,1,0.0,0,0,1,0.0,100.0,0,0,0,lbw,1,13.2,128.97,False,low
2016-05-08,2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Harbhajan Singh,9,21,22,95.45,2,0,9,9.09,40.91,0,16,5,0,0,12.0,88.97,False,medium
2016-05-13,2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Kings XI Punjab,Harbhajan Singh,9,14,10,140.0,1,1,4,20.0,40.0,0,0,14,0,0,15.0,68.06,False,low
2016-05-21,2016,2016,Green Park,0,Gujarat Lions,Harbhajan Singh,8,3,5,60.0,0,0,2,0.0,40.0,0,0,3,caught,1,8.8,66.06,False,low
2017-04-09,2017,2017,Wankhede Stadium,1,Kolkata Knight Riders,Harbhajan Singh,8,1,1,100.0,0,0,0,0.0,0.0,0,0,1,0,0,7.8,65.76,True,low
2017-04-12,2017,2017,Wankhede Stadium,1,Sunrisers Hyderabad,Harbhajan Singh,8,3,3,100.0,0,0,1,0.0,33.33,0,0,3,0,0,7.8,79.09,True,low
2017-04-22,2017,2017,Wankhede Stadium,1,Delhi Daredevils,Harbhajan Singh,8,2,2,100.0,0,0,0,0.0,0.0,0,0,2,0,0,8.4,99.09,True,low
2017-04-24,2017,2017,Wankhede Stadium,1,Rising Pune Supergiant,Harbhajan Singh,8,7,2,350.0,0,1,0,50.0,0.0,0,0,7,run out,1,4.6,100.0,False,low
2017-04-29,2017,2017,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Harbhajan Singh,8,0,1,0.0,0,0,1,0.0,100.0,0,0,0,lbw,1,3.2,142.0,False,low
2017-05-08,2017,2017,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Harbhajan Singh,8,1,3,33.33,0,0,2,0.0,66.67,0,0,1,0,0,2.6,130.0,False,low
2017-05-11,2017,2017,Wankhede Stadium,1,Kings XI Punjab,Harbhajan Singh,8,2,4,50.0,0,0,2,0.0,50.0,0,0,2,0,0,2.6,116.67,False,low
2018-04-07,2018,2018,Wankhede Stadium,1,Chennai Super Kings,Ishan Kishan,3,40,29,137.93,4,1,9,17.24,31.03,7,33,0,caught,1,0.0,0.0,False,medium
2018-04-12,2018,2018,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Ishan Kishan,3,9,9,100.0,2,0,6,22.22,66.67,9,0,0,caught,1,40.0,137.93,False,low
2018-04-14,2018,2018,Wankhede Stadium,1,Delhi Daredevils,Ishan Kishan,3,44,23,191.3,5,2,6,30.43,26.09,0,36,8,bowled,1,24.5,118.96,False,medium
2018-04-17,2018,2018,Wankhede Stadium,1,Royal Challengers Bangalore,Ishan Kishan,2,0,1,0.0,0,0,1,0.0,100.0,0,0,0,bowled,1,31.0,143.08,True,low
2018-04-22,2018,2018,Sawai Mansingh Stadium,0,Rajasthan Royals,Ishan Kishan,3,58,42,138.1,4,3,15,16.67,35.71,15,43,0,caught,1,23.25,107.31,False,high
2018-04-24,2018,2018,Wankhede Stadium,1,Sunrisers Hyderabad,Ishan Kishan,3,0,3,0.0,0,0,3,0.0,100.0,0,0,0,caught,1,30.2,113.47,False,low
2018-05-01,2018,2018,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Ishan Kishan,2,0,1,0.0,0,0,1,0.0,100.0,0,0,0,bowled,1,22.2,85.88,False,low
2018-05-04,2018,2018,Holkar Cricket Stadium,0,Kings XI Punjab,Ishan Kishan,3,25,19,131.58,0,3,10,15.79,52.63,0,25,0,bowled,1,20.4,65.88,True,medium
2018-05-09,2018,2018,Eden Gardens,0,Kolkata Knight Riders,Ishan Kishan,4,62,21,295.24,5,6,5,52.38,23.81,0,62,0,caught,1,16.6,53.94,True,high
2018-05-13,2018,2018,Wankhede Stadium,1,Rajasthan Royals,Ishan Kishan,4,12,11,109.09,1,0,4,9.09,36.36,0,12,0,caught,1,29.0,112.98,False,low
2018-05-16,2018,2018,Wankhede Stadium,1,Kings XI Punjab,Ishan Kishan,3,20,12,166.67,1,2,6,25.0,50.0,20,0,0,caught,1,19.8,107.18,True,medium
2018-05-20,2018,2018,Arun Jaitley Stadium,0,Delhi Daredevils,Ishan Kishan,3,5,13,38.46,0,0,8,0.0,61.54,5,0,0,caught,1,23.8,140.52,False,low
2019-04-06,2019,2019,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Ishan Kishan,4,17,21,80.95,2,0,10,9.52,47.62,1,16,0,run out,1,24.8,148.21,True,low
2019-04-10,2019,2019,Wankhede Stadium,1,Kings XI Punjab,Ishan Kishan,5,7,10,70.0,1,0,6,10.0,60.0,0,7,0,0,0,23.2,138.08,True,low
2019-04-13,2019,2019,Wankhede Stadium,1,Rajasthan Royals,Ishan Kishan,6,5,3,166.67,1,0,1,33.33,33.33,0,0,5,caught,1,12.2,93.03,False,low
2019-04-15,2019,2019,Wankhede Stadium,1,Royal Challengers Bangalore,Ishan Kishan,4,21,9,233.33,0,3,3,33.33,33.33,0,21,0,stumped,1,10.8,104.55,True,medium
2019-05-07,2019,2019,MA Chidambaram Stadium,0,Chennai Super Kings,Ishan Kishan,4,28,31,90.32,1,1,14,6.45,45.16,12,16,0,bowled,1,11.0,117.88,True,medium
2019-05-12,2019,2019,Rajiv Gandhi International Stadium,0,Chennai Super Kings,Ishan Kishan,4,23,26,88.46,3,0,12,11.54,46.15,0,23,0,caught,1,15.6,128.25,True,medium
2020-09-28,2020/21,2020,Dubai International Cricket Stadium,0,Royal Challengers Bangalore,Ishan Kishan,4,99,58,170.69,2,9,14,18.97,24.14,15,46,38,caught,1,16.8,129.76,False,high
2020-10-01,2020/21,2020,Sheikh Zayed Stadium,0,Kings XI Punjab,Ishan Kishan,4,28,32,87.5,1,1,13,6.25,40.62,7,21,0,caught,1,35.2,149.89,True,medium
2020-10-04,2020/21,2020,Sharjah Cricket Stadium,0,Sunrisers Hyderabad,Ishan Kishan,4,31,23,134.78,1,2,6,13.04,26.09,0,31,0,caught,1,39.8,134.06,True,medium
2020-10-06,2020/21,2020,Sheikh Zayed Stadium,0,Rajasthan Royals,Ishan Kishan,4,0,1,0.0,0,0,1,0.0,100.0,0,0,0,caught,1,41.8,114.35,True,low
2020-10-11,2020/21,2020,Sheikh Zayed Stadium,0,Delhi Capitals,Ishan Kishan,4,28,15,186.67,2,2,3,26.67,20.0,0,16,12,caught,1,36.2,96.29,True,medium
2020-10-18,2020/21,2020,Dubai International Cricket Stadium,0,Kings XI Punjab,Ishan Kishan,4,7,7,100.0,1,0,3,14.29,42.86,7,0,0,caught,1,37.2,115.93,False,low
2020-10-23,2020/21,2020,Sharjah Cricket Stadium,0,Chennai Super Kings,Ishan Kishan,2,68,37,183.78,6,5,13,29.73,35.14,36,32,0,0,0,18.8,101.79,True,high
2020-10-25,2020/21,2020,Sheikh Zayed Stadium,0,Rajasthan Royals,Ishan Kishan,1,37,36,102.78,4,1,17,13.89,47.22,26,11,0,caught,1,26.8,121.05,False,medium
2020-10-28,2020/21,2020,Sheikh Zayed Stadium,0,Royal Challengers Bangalore,Ishan Kishan,2,25,19,131.58,3,1,8,21.05,42.11,23,2,0,caught,1,28.0,114.65,True,medium
2020-10-31,2020/21,2020,Dubai International Cricket Stadium,0,Delhi Capitals,Ishan Kishan,1,72,47,153.19,8,3,16,23.4,34.04,22,50,0,0,0,33.0,140.96,True,high
2020-11-03,2020/21,2020,Sharjah Cricket Stadium,0,Sunrisers Hyderabad,Ishan Kishan,4,33,30,110.0,1,2,11,10.0,36.67,0,25,8,bowled,1,41.8,134.27,False,medium
2020-11-05,2020/21,2020,Dubai International Cricket Stadium,0,Delhi Capitals,Ishan Kishan,4,55,30,183.33,4,3,6,23.33,20.0,0,22,33,0,0,47.0,136.27,True,high
2020-11-10,2020/21,2020,Dubai International Cricket Stadium,0,Delhi Capitals,Ishan Kishan,4,33,19,173.68,3,1,1,21.05,5.26,0,17,16,0,0,44.4,136.18,True,medium
2021-04-09,2021,2021,"MA Chidambaram Stadium, Chepauk, Chennai",0,Royal Challengers Bangalore,Ishan Kishan,4,28,19,147.37,2,1,5,15.79,26.32,0,20,8,lbw,1,43.6,150.36,False,medium
2021-04-13,2021,2021,"MA Chidambaram Stadium, Chepauk, Chennai",0,Kolkata Knight Riders,Ishan Kishan,4,1,3,33.33,0,0,2,0.0,66.67,0,1,0,caught,1,44.2,153.51,True,low
2021-04-17,2021,2021,"MA Chidambaram Stadium, Chepauk, Chennai",0,Sunrisers Hyderabad,Ishan Kishan,4,12,21,57.14,0,0,10,0.0,47.62,0,9,3,caught,1,30.0,129.54,True,low
2021-04-20,2021,2021,"MA Chidambaram Stadium, Chepauk, Chennai",0,Delhi Capitals,Ishan Kishan,4,26,28,92.86,1,1,10,7.14,35.71,0,14,12,bowled,1,25.8,118.97,False,medium
2021-04-23,2021,2021,"MA Chidambaram Stadium, Chepauk, Chennai",0,Punjab Kings,Ishan Kishan,3,6,17,35.29,0,0,11,0.0,64.71,5,1,0,caught,1,20.0,100.88,False,low
2021-09-19,2021,2021,Dubai International Cricket Stadium,0,Chennai Super Kings,Ishan Kishan,4,11,10,110.0,1,0,2,10.0,20.0,1,10,0,caught,1,14.6,73.2,False,low
2021-09-23,2021,2021,"Zayed Cricket Stadium, Abu Dhabi",0,Kolkata Knight Riders,Ishan Kishan,4,14,13,107.69,0,1,5,7.69,38.46,0,7,7,caught,1,11.2,65.72,False,low
2021-09-26,2021,2021,Dubai International Cricket Stadium,0,Royal Challengers Bangalore,Ishan Kishan,3,9,12,75.0,1,0,6,8.33,50.0,0,9,0,caught,1,13.8,80.6,False,low
2021-10-05,2021,2021,Sharjah Cricket Stadium,0,Rajasthan Royals,Ishan Kishan,2,50,25,200.0,5,3,10,32.0,40.0,20,30,0,0,0,13.2,84.17,True,high
2021-10-08,2021,2021,"Zayed Cricket Stadium, Abu Dhabi",0,Sunrisers Hyderabad,Ishan Kishan,2,84,32,262.5,11,4,4,46.88,12.5,63,21,0,caught,1,18.0,105.6,True,high
2022-03-27,2022,2022,"Brabourne Stadium, Mumbai",0,Delhi Capitals,Ishan Kishan,2,81,48,168.75,11,2,12,27.08,25.0,22,23,36,0,0,33.6,151.04,False,high
2022-04-02,2022,2022,"Dr DY Patil Sports Academy, Mumbai",0,Rajasthan Royals,Ishan Kishan,1,54,43,125.58,5,1,13,13.95,30.23,31,23,0,caught,1,47.6,162.79,False,high
2022-04-06,2022,2022,"Maharashtra Cricket Association Stadium, Pune",0,Kolkata Knight Riders,Ishan Kishan,2,14,21,66.67,1,0,11,4.76,52.38,10,4,0,caught,1,55.6,166.37,False,low
2022-04-09,2022,2022,"Maharashtra Cricket Association Stadium, Pune",0,Royal Challengers Bangalore,Ishan Kishan,1,26,28,92.86,3,0,14,10.71,50.0,22,4,0,caught,1,56.6,164.7,False,medium
2022-04-13,2022,2022,"Maharashtra Cricket Association Stadium, Pune",0,Punjab Kings,Ishan Kishan,2,3,6,50.0,0,0,3,0.0,50.0,3,0,0,caught,1,51.8,143.27,False,low
2022-04-16,2022,2022,"Brabourne Stadium, Mumbai",0,Lucknow Super Giants,Ishan Kishan,1,13,17,76.47,2,0,10,11.76,58.82,13,0,0,bowled,1,35.6,100.77,False,low
2022-04-21,2022,2022,"Dr DY Patil Sports Academy, Mumbai",0,Chennai Super Kings,Ishan Kishan,3,0,1,0.0,0,0,1,0.0,100.0,0,0,0,bowled,1,22.0,82.32,False,low
2022-04-24,2022,2022,"Wankhede Stadium, Mumbai",1,Lucknow Super Giants,Ishan Kishan,1,8,20,40.0,0,0,12,0.0,60.0,6,2,0,caught,1,11.2,57.2,False,low
2022-04-30,2022,2022,"Dr DY Patil Sports Academy, Mumbai",0,Rajasthan Royals,Ishan Kishan,2,26,18,144.44,4,1,10,27.78,55.56,26,0,0,caught,1,10.0,51.87,True,medium
2022-05-06,2022,2022,"Brabourne Stadium, Mumbai",0,Gujarat Titans,Ishan Kishan,1,45,29,155.17,5,1,7,20.69,24.14,19,26,0,caught,1,10.0,62.18,True,medium
2022-05-09,2022,2022,"Dr DY Patil Sports Academy, Mumbai",0,Kolkata Knight Riders,Ishan Kishan,2,51,43,118.6,5,1,16,13.95,37.21,22,29,0,caught,1,18.4,83.22,False,high
2022-05-12,2022,2022,"Wankhede Stadium, Mumbai",1,Chennai Super Kings,Ishan Kishan,1,6,5,120.0,1,0,3,20.0,60.0,6,0,0,caught,1,26.0,91.64,True,low
2022-05-17,2022,2022,"Wankhede Stadium, Mumbai",1,Sunrisers Hyderabad,Ishan Kishan,2,43,34,126.47,5,1,11,17.65,32.35,22,21,0,caught,1,27.2,115.64,False,medium
2022-05-21,2022,2022,"Wankhede Stadium, Mumbai",1,Delhi Capitals,Ishan Kishan,1,48,35,137.14,3,4,17,20.0,48.57,23,25,0,caught,1,34.2,132.94,True,medium
2023-04-02,2023,2023,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bangalore,Ishan Kishan,2,10,13,76.92,2,0,9,15.38,69.23,10,0,0,caught,1,38.6,131.48,False,low
2023-04-08,2023,2023,"Wankhede Stadium, Mumbai",1,Chennai Super Kings,Ishan Kishan,2,32,21,152.38,5,0,6,23.81,28.57,31,1,0,caught,1,31.6,115.83,False,medium
2023-04-11,2023,2023,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Ishan Kishan,2,31,26,119.23,6,0,13,23.08,50.0,30,1,0,run out,1,27.8,122.58,True,medium
2023-04-16,2023,2023,"Wankhede Stadium, Mumbai",1,Kolkata Knight Riders,Ishan Kishan,2,58,25,232.0,5,5,7,40.0,28.0,45,13,0,bowled,1,32.8,122.43,True,high
2023-04-18,2023,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Sunrisers Hyderabad,Ishan Kishan,2,38,31,122.58,3,2,13,16.13,41.94,21,17,0,caught,1,35.8,143.53,True,medium
2023-04-22,2023,2023,"Wankhede Stadium, Mumbai",1,Punjab Kings,Ishan Kishan,2,1,4,25.0,0,0,3,0.0,75.0,1,0,0,caught,1,33.8,140.62,False,low
2023-04-25,2023,2023,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Ishan Kishan,2,13,21,61.9,1,0,13,4.76,61.9,10,3,0,caught,1,32.0,130.24,False,low
2023-04-30,2023,2023,"Wankhede Stadium, Mumbai",1,Rajasthan Royals,Ishan Kishan,2,28,23,121.74,4,0,7,17.39,30.43,21,7,0,caught,1,28.2,112.14,True,medium
2023-05-03,2023,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,Punjab Kings,Ishan Kishan,3,75,41,182.93,7,4,9,26.83,21.95,26,48,1,caught,1,27.6,112.64,True,high
2023-05-06,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Ishan Kishan,2,7,9,77.78,1,0,5,11.11,55.56,7,0,0,caught,1,31.0,102.83,False,low
2023-05-09,2023,2023,"Wankhede Stadium, Mumbai",1,Royal Challengers Bangalore,Ishan Kishan,1,42,21,200.0,4,4,11,38.1,52.38,42,0,0,caught,1,24.8,93.87,True,medium
2023-05-12,2023,2023,"Wankhede Stadium, Mumbai",1,Gujarat Titans,Ishan Kishan,1,31,20,155.0,4,1,9,25.0,45.0,31,0,0,lbw,1,33.0,128.87,True,medium
2023-05-16,2023,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Ishan Kishan,1,59,39,151.28,8,1,12,23.08,30.77,29,30,0,caught,1,36.6,147.49,False,high
2023-05-21,2023,2023,"Wankhede Stadium, Mumbai",1,Sunrisers Hyderabad,Ishan Kishan,1,14,12,116.67,1,1,7,16.67,58.33,14,0,0,caught,1,42.8,153.4,True,low
2023-05-24,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",0,Lucknow Super Giants,Ishan Kishan,1,15,12,125.0,3,0,6,25.0,50.0,15,0,0,caught,1,30.6,140.15,True,low
2024-03-24,2024,2024,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Ishan Kishan,1,0,4,0.0,0,0,4,0.0,100.0,0,0,0,caught,1,32.2,149.59,False,low
2024-03-27,2024,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Sunrisers Hyderabad,Ishan Kishan,2,34,13,261.54,2,4,5,46.15,38.46,34,0,0,caught,1,23.8,109.59,False,medium
2024-04-01,2024,2024,"Wankhede Stadium, Mumbai",1,Rajasthan Royals,Ishan Kishan,1,16,14,114.29,2,1,9,21.43,64.29,16,0,0,caught,1,24.4,130.9,False,low
2024-04-07,2024,2024,"Wankhede Stadium, Mumbai",1,Delhi Capitals,Ishan Kishan,2,42,23,182.61,4,2,5,26.09,21.74,20,22,0,caught and bowled,1,15.8,123.5,True,medium
2024-04-11,2024,2024,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Ishan Kishan,1,69,34,202.94,7,5,11,35.29,32.35,55,14,0,caught,1,21.4,136.69,True,high
2024-04-14,2024,2024,"Wankhede Stadium, Mumbai",1,Chennai Super Kings,Ishan Kishan,2,23,15,153.33,3,1,6,26.67,40.0,21,2,0,caught,1,32.2,152.28,False,medium
2024-04-18,2024,2024,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,Punjab Kings,Ishan Kishan,1,8,8,100.0,1,0,3,12.5,37.5,8,0,0,caught,1,36.8,182.94,True,low
2024-04-22,2024,2024,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Ishan Kishan,3,0,3,0.0,0,0,3,0.0,100.0,0,0,0,caught,1,31.6,150.63,False,low
2024-04-27,2024,2024,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Ishan Kishan,1,20,14,142.86,4,0,6,28.57,42.86,20,0,0,caught,1,28.4,127.78,False,medium
2024-04-30,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Ishan Kishan,1,32,36,88.89,3,0,15,8.33,41.67,5,27,0,caught,1,24.0,119.83,False,medium
2024-05-03,2024,2024,"Wankhede Stadium, Mumbai",1,Kolkata Knight Riders,Ishan Kishan,1,13,7,185.71,1,1,2,28.57,28.57,13,0,0,bowled,1,16.6,97.02,False,low
2024-05-06,2024,2024,"Wankhede Stadium, Mumbai",1,Sunrisers Hyderabad,Ishan Kishan,1,9,7,128.57,2,0,4,28.57,57.14,9,0,0,caught,1,14.6,103.49,True,low
2024-05-11,2024,2024,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Ishan Kishan,1,40,22,181.82,5,2,10,31.82,45.45,38,2,0,caught,1,14.8,109.21,False,medium
2024-05-17,2024,2024,"Wankhede Stadium, Mumbai",1,Lucknow Super Giants,Ishan Kishan,4,14,15,93.33,1,0,4,6.67,26.67,0,7,7,bowled,1,22.8,145.57,False,low
2015-04-12,2015,2015,Wankhede Stadium,1,Kings XI Punjab,J Suchith,7,34,21,161.9,4,2,9,28.57,42.86,0,6,28,0,0,0.0,0.0,False,medium
2015-04-14,2015,2015,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,J Suchith,8,0,1,0.0,0,0,1,0.0,100.0,0,0,0,0,0,34.0,161.9,False,low
2015-04-25,2015,2015,Wankhede Stadium,1,Sunrisers Hyderabad,J Suchith,8,9,5,180.0,0,0,0,0.0,0.0,0,0,9,0,0,17.0,80.95,True,low
2015-05-10,2015,2015,Wankhede Stadium,1,Royal Challengers Bangalore,J Suchith,8,4,4,100.0,0,0,1,0.0,25.0,0,0,4,caught,1,14.33,113.97,False,low
2015-05-19,2015,2015,Wankhede Stadium,1,Chennai Super Kings,J Suchith,8,1,1,100.0,0,0,0,0.0,0.0,0,0,1,0,0,11.75,110.48,True,low
2021-04-20,2021,2021,"MA Chidambaram Stadium, Chepauk, Chennai",0,Delhi Capitals,J Yadav,8,23,22,104.55,1,0,7,4.55,31.82,0,9,14,caught and bowled,1,0.0,0.0,False,medium
2021-10-02,2021,2021,Sharjah Cricket Stadium,0,Delhi Capitals,J Yadav,9,11,4,275.0,1,1,1,50.0,25.0,0,0,11,caught,1,23.0,104.55,False,low
2023-04-22,2023,2023,"Wankhede Stadium, Mumbai",1,Punjab Kings,JC Archer,8,1,2,50.0,0,0,1,0.0,50.0,0,0,1,0,0,0.0,0.0,False,low
2023-05-06,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,JC Archer,9,3,2,150.0,0,0,0,0.0,0.0,0,0,3,0,0,1.0,50.0,False,low
2016-04-09,2016,2016,Wankhede Stadium,1,Rising Pune Supergiants,JC Buttler,4,0,2,0.0,0,0,2,0.0,100.0,0,0,0,caught,1,0.0,0.0,False,low
2016-04-13,2016,2016,Eden Gardens,0,Kolkata Knight Riders,JC Buttler,5,41,22,186.36,3,3,7,27.27,31.82,0,18,23,caught,1,0.0,0.0,True,medium
2016-04-16,2016,2016,Wankhede Stadium,1,Gujarat Lions,JC Buttler,4,16,21,76.19,3,0,14,14.29,66.67,10,6,0,stumped,1,20.5,93.18,False,low
2016-04-18,2016,2016,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,JC Buttler,5,11,11,100.0,1,0,4,9.09,36.36,0,11,0,caught,1,19.0,87.52,False,low
2016-04-20,2016,2016,Wankhede Stadium,1,Royal Challengers Bangalore,JC Buttler,4,28,14,200.0,2,2,2,28.57,14.29,0,16,12,caught,1,17.0,90.64,True,medium
2016-04-23,2016,2016,Feroz Shah Kotla,0,Delhi Daredevils,JC Buttler,5,2,6,33.33,0,0,4,0.0,66.67,0,2,0,lbw,1,19.2,112.51,False,low
2016-04-25,2016,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,JC Buttler,4,24,13,184.62,3,1,4,30.77,30.77,0,1,23,bowled,1,19.6,119.18,True,medium
2016-04-28,2016,2016,Wankhede Stadium,1,Kolkata Knight Riders,JC Buttler,5,15,15,100.0,2,0,7,13.33,46.67,0,15,0,caught,1,16.2,118.83,True,low
2016-05-01,2016,2016,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiants,JC Buttler,4,27,17,158.82,2,1,3,17.65,17.65,0,9,18,0,0,16.0,123.59,True,medium
2016-05-08,2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,JC Buttler,5,2,2,100.0,0,0,1,0.0,50.0,2,0,0,caught,1,19.2,135.35,False,low
2016-05-11,2016,2016,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,JC Buttler,6,29,11,263.64,1,3,1,36.36,9.09,0,0,29,0,0,14.0,115.35,True,medium
